;11:12:31;29.1;350;346;365;277;258;212;160;159;428;535;501;463;380;317;;;;;;;;;;
;11:15:31;29.1;333;378;379;279;253;206;195;161;451;516;506;467;383;364;;;;;;;;;;
;11:18:31;29.1;343;367;348;301;257;205;204;171;431;521;477;429;410;311;;;;;;;;;;
;11:21:31;29.1;352;383;356;294;232;218;172;162;426;537;484;462;421;319;;;;;;;;;;
;11:24:31;29.1;341;342;317;327;245;213;165;159;416;534;509;456;396;313;;;;;;;;;;
;11:27:31;29.1;310;372;377;280;273;215;150;166;446;490;497;448;401;314;;;;;;;;;;
;11:30:31;29.1;306;354;351;271;260;230;170;182;407;509;484;467;401;333;;;;;;;;;;
;11:33:31;29.1;332;350;340;294;251;228;140;143;446;487;474;462;405;304;;;;;;;;;;
;11:36:31;29.1;353;326;347;295;274;204;161;163;385;499;492;458;388;315;;;;;;;;;;
;11:39:31;29.1;309;352;368;277;255;198;163;145;403;531;530;480;380;300;;;;;;;;;;
;11:42:31;29.1;334;305;380;285;265;226;160;139;427;487;467;472;452;327;;;;;;;;;;
;11:45:31;29.1;303;327;346;265;266;206;152;173;424;493;474;436;376;323;;;;;;;;;;
;11:48:31;29.1;324;369;328;295;247;201;149;163;402;473;427;468;386;330;;;;;;;;;;
;11:51:31;29.1;302;333;366;279;262;188;174;154;431;496;506;471;376;285;;;;;;;;;;
;11:54:31;29.1;337;295;360;276;224;220;156;172;460;486;479;467;396;314;;;;;;;;;;
;11:57:31;29.1;350;358;357;289;264;213;174;152;452;524;498;421;401;312;;;;;;;;;;
;12:00:31;29.1;330;330;345;302;241;220;138;135;428;528;486;413;339;313;;;;;;;;;;
;12:03:31;29.1;321;334;356;291;254;229;162;159;426;498;492;423;371;272;;;;;;;;;;
;12:06:31;29.1;297;333;349;275;264;197;177;166;391;518;468;398;382;294;;;;;;;;;;
;12:09:31;29;337;327;368;277;238;243;151;151;451;520;459;428;412;332;;;;;;;;;;
;12:12:31;29;322;336;393;290;240;237;175;173;404;492;447;434;349;299;;;;;;;;;;
;12:15:31;29;327;364;361;261;247;205;157;153;400;461;462;415;381;288;;;;;;;;;;
;12:18:31;29;321;331;343;287;270;220;177;133;443;504;462;427;368;318;;;;;;;;;;
;12:21:31;29;359;359;357;290;240;220;170;177;420;480;449;461;380;293;;;;;;;;;;
;12:24:31;29;343;378;348;257;233;207;154;150;412;490;479;440;379;292;;;;;;;;;;
;12:27:31;29;335;360;374;270;252;216;164;179;398;460;465;473;387;311;;;;;;;;;;
;12:30:31;29;307;355;350;282;256;217;187;171;400;485;500;458;381;324;;;;;;;;;;
;12:33:31;29.1;355;322;364;286;248;215;178;178;403;452;478;437;361;285;;;;;;;;;;
;12:36:31;29.1;317;324;350;290;257;202;165;157;399;467;477;402;372;275;;;;;;;;;;
;12:39:31;29.1;334;338;328;277;254;214;180;173;419;472;471;412;388;299;;;;;;;;;;
;12:42:31;29.1;336;307;351;273;255;239;182;150;397;507;455;398;362;302;;;;;;;;;;
;12:45:31;29.1;301;344;337;295;236;219;168;160;402;461;436;428;390;287;;;;;;;;;;
;12:48:31;29.1;332;354;375;311;226;202;168;156;360;502;502;429;396;313;;;;;;;;;;
;12:51:31;29.1;343;359;325;301;233;243;155;151;415;489;469;400;380;287;;;;;;;;;;
;12:54:31;29.1;311;349;337;296;251;237;154;180;374;486;476;415;380;328;;;;;;;;;;
;12:57:31;29.1;345;323;330;248;254;188;146;146;406;493;493;444;403;281;;;;;;;;;;
;13:00:31;29.1;340;346;328;257;244;218;169;150;402;497;476;422;379;318;;;;;;;;;;
;13:03:31;29.1;322;323;353;277;265;196;167;160;361;447;434;387;365;264;;;;;;;;;;
;13:06:31;29.1;324;356;348;280;254;192;165;169;359;490;472;462;385;318;;;;;;;;;;
;13:09:31;29.1;294;309;362;296;244;233;157;183;386;443;473;404;357;294;;;;;;;;;;
;13:12:31;29.1;337;351;375;259;250;219;176;156;390;511;427;422;355;303;;;;;;;;;;
;13:15:31;29.1;292;343;334;300;244;205;187;154;385;454;453;401;328;274;;;;;;;;;;
;13:18:31;29.1;321;300;336;271;223;219;168;168;386;432;444;435;365;266;;;;;;;;;;
;13:21:31;29;295;327;357;289;262;226;145;154;377;447;415;433;360;268;;;;;;;;;;
;13:24:31;29;337;321;336;296;237;207;138;150;384;448;402;364;364;276;;;;;;;;;;
;13:27:31;29;341;312;332;283;216;195;176;186;380;436;452;375;351;247;;;;;;;;;;
;13:30:31;29;327;297;333;281;226;180;170;185;376;463;440;410;360;293;;;;;;;;;;
;13:33:31;29;373;310;361;264;220;212;164;176;359;448;460;393;341;285;;;;;;;;;;
;13:36:31;29;302;336;332;248;258;173;171;170;391;412;421;450;365;259;;;;;;;;;;
;13:39:31;29;332;321;358;273;247;200;194;150;342;476;437;396;357;288;;;;;;;;;;
;13:42:31;29;337;326;348;273;238;216;169;151;370;482;412;374;376;295;;;;;;;;;;
;13:45:31;29;314;317;390;272;242;221;162;166;380;430;450;407;358;296;;;;;;;;;;
;13:48:31;29;345;335;356;284;264;210;178;167;366;433;402;405;342;300;;;;;;;;;;
;13:51:31;29;323;345;338;272;230;232;178;177;380;450;438;414;333;269;;;;;;;;;;
;13:54:31;29.1;303;339;368;282;254;212;155;168;361;432;455;415;301;287;;;;;;;;;;
;13:57:31;29.1;340;328;340;263;244;230;160;157;359;432;428;398;350;272;;;;;;;;;;
;14:00:31;29.1;321;303;332;281;265;199;164;159;362;459;459;405;385;285;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
gfp:485,525;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;Time;T° gfp:485,525;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;;;;;;;;;;
;0:01:06;29;29;21;17;14;6;23;3;29;20;22;21;0;10;6;;;;;;;;;;
;0:04:06;29;17;11;2;7;0;2;18;18;10;20;15;16;15;20;;;;;;;;;;
;0:07:06;29;5;7;20;16;21;10;13;28;25;9;19;22;17;2;;;;;;;;;;
;0:10:06;29;0;16;13;33;18;15;35;33;22;17;16;31;25;30;;;;;;;;;;
;0:13:06;29;22;13;19;19;17;46;75;102;18;23;27;40;70;86;;;;;;;;;;
;0:16:06;29;37;30;17;41;29;70;122;186;20;38;53;69;116;184;;;;;;;;;;
;0:19:06;29;32;17;30;66;55;137;233;301;22;51;84;111;220;330;;;;;;;;;;
;0:22:06;29;58;5;47;93;100;205;354;506;41;72;123;213;369;517;;;;;;;;;;
;0:25:06;29;79;19;51;135;154;300;527;716;63;127;215;300;565;817;;;;;;;;;;
;0:28:06;29;97;0;94;182;230;426;722;1009;93;179;281;436;812;1114;;;;;;;;;;
;0:31:06;29;132;2;113;243;314;566;967;1327;108;231;380;576;1061;1495;;;;;;;;;;
;0:34:06;29.1;171;12;145;305;393;728;1224;1691;160;321;491;752;1411;1916;;;;;;;;;;
;0:37:06;29.1;196;13;170;364;513;893;1498;2090;180;379;612;963;1747;2327;;;;;;;;;;
;0:40:06;29.1;233;15;214;467;615;1071;1807;2509;233;464;747;1174;2110;2808;;;;;;;;;;
;0:43:06;29.1;274;4;257;550;724;1270;2143;2893;279;581;879;1385;2508;3295;;;;;;;;;;
;0:46:06;29.1;315;1;286;623;845;1438;2470;3322;325;671;1031;1602;2919;3826;;;;;;;;;;
;0:49:06;29.1;372;1;333;716;982;1626;2824;3726;367;770;1184;1860;3291;4321;;;;;;;;;;
;0:52:06;29.1;406;11;373;801;1090;1803;3170;4122;426;876;1327;2091;3695;4751;;;;;;;;;;
;0:55:06;29.1;454;4;415;911;1247;1993;3503;4512;467;991;1496;2332;4075;5221;;;;;;;;;;
;0:58:06;29.1;505;9;456;988;1362;2199;3823;4900;515;1083;1642;2560;4461;5640;;;;;;;;;;
;1:01:06;29.1;535;9;491;1100;1516;2386;4161;5268;561;1210;1817;2809;4879;6080;;;;;;;;;;
;1:04:06;29.1;601;0;541;1185;1629;2599;4479;5596;611;1319;1983;3058;5252;6446;;;;;;;;;;
;1:07:06;29.1;642;0;580;1271;1784;2794;4809;5922;663;1423;2161;3310;5612;6763;;;;;;;;;;
;1:10:06;29.1;702;8;620;1378;1896;3000;5120;6229;709;1512;2292;3549;6002;7075;;;;;;;;;;
;1:13:06;29;750;19;683;1459;2061;3226;5451;6546;773;1648;2453;3814;6402;7422;;;;;;;;;;
;1:16:06;29;797;17;721;1559;2188;3412;5747;6849;821;1747;2628;4058;6704;7728;;;;;;;;;;
;1:19:06;29.1;860;21;773;1648;2323;3634;6060;7162;852;1852;2807;4261;7074;8121;;;;;;;;;;
;1:22:06;29.1;877;13;805;1752;2442;3826;6375;7517;925;1979;2975;4519;7420;8419;;;;;;;;;;
;1:25:06;29.1;940;2;877;1852;2589;4029;6659;7821;992;2098;3131;4797;7814;8768;;;;;;;;;;
;1:28:06;29.1;981;22;902;1960;2742;4272;7024;8167;1029;2231;3324;5055;8177;9132;;;;;;;;;;
;1:31:06;29;1047;0;957;2084;2895;4469;7362;8535;1073;2332;3485;5292;8475;9439;;;;;;;;;;
;1:34:06;29.1;1100;20;1007;2173;3029;4730;7684;8917;1133;2446;3697;5549;8853;9892;;;;;;;;;;
;1:37:06;29;1133;0;1039;2293;3183;4940;8044;9296;1196;2580;3862;5816;9222;10258;;;;;;;;;;
;1:40:06;29;1193;0;1098;2385;3327;5175;8398;9643;1244;2725;4050;6077;9583;10628;;;;;;;;;;
;1:43:06;29;1256;6;1161;2489;3466;5403;8744;9914;1320;2833;4231;6334;9895;10922;;;;;;;;;;
;1:46:06;29;1306;13;1202;2588;3620;5635;9001;10298;1374;2957;4401;6564;10263;11257;;;;;;;;;;
;1:49:06;29.1;1361;17;1255;2713;3774;5847;9414;10619;1415;3102;4590;6827;10684;11621;;;;;;;;;;
;1:52:06;29.1;1411;9;1291;2840;3913;6096;9686;10840;1504;3201;4770;7142;10990;11971;;;;;;;;;;
;1:55:06;29.1;1477;2;1357;2924;4076;6318;10058;11233;1544;3312;4977;7380;11411;12347;;;;;;;;;;
;1:58:06;29.1;1522;14;1385;3043;4221;6565;10360;11562;1599;3458;5173;7664;11715;12683;;;;;;;;;;
;2:01:06;29.1;1584;31;1441;3144;4373;6759;10706;11887;1664;3595;5343;7895;12017;12982;;;;;;;;;;
;2:04:06;29.1;1615;7;1515;3241;4506;6968;10998;12162;1723;3679;5531;8170;12323;13329;;;;;;;;;;
;2:07:06;29.1;1674;3;1530;3364;4671;7216;11324;12475;1767;3831;5718;8417;12664;13656;;;;;;;;;;
;2:10:06;29.1;1750;1;1590;3479;4814;7412;11631;12768;1813;3951;5864;8630;13061;13971;;;;;;;;;;
;2:13:06;29.1;1805;12;1628;3579;4972;7631;12013;13101;1856;4094;6045;8896;13373;14252;;;;;;;;;;
;2:16:06;29.1;1843;21;1684;3698;5118;7880;12382;13341;1948;4165;6220;9201;13668;14579;;;;;;;;;;
;2:19:06;29.1;1910;12;1729;3787;5249;8068;12595;13729;1997;4347;6405;9393;14009;15007;;;;;;;;;;
;2:22:06;29.1;1947;29;1793;3925;5421;8337;12919;14012;2040;4441;6597;9675;14322;15268;;;;;;;;;;
;2:25:06;29;2016;6;1840;4038;5528;8590;13287;14293;2102;4553;6806;9909;14579;15633;;;;;;;;;;
;2:28:06;29.1;2075;7;1906;4121;5691;8738;13569;14631;2172;4671;6964;10173;14860;15918;;;;;;;;;;
;2:31:06;29.1;2114;18;1939;4280;5846;8990;13940;14950;2235;4792;7137;10373;15245;16224;;;;;;;;;;
;2:34:06;29.1;2163;0;1977;4387;6011;9183;14229;15234;2262;4904;7290;10598;15577;16519;;;;;;;;;;
;2:37:06;29.1;2232;21;2050;4488;6119;9421;14548;15537;2334;5041;7497;10899;15858;16815;;;;;;;;;;
;2:40:06;29.1;2280;23;2075;4598;6291;9624;14795;15812;2397;5122;7655;11087;16130;17117;;;;;;;;;;
;2:43:06;29.1;2335;23;2125;4711;6448;9818;15176;16089;2409;5300;7857;11377;16515;17491;;;;;;;;;;
;2:46:06;29.1;2378;8;2199;4830;6575;10046;15529;16439;2502;5412;8053;11597;16827;17774;;;;;;;;;;
;2:49:06;29;2441;29;2225;4934;6712;10233;15774;16669;2541;5539;8172;11878;17038;18085;;;;;;;;;;
;2:52:06;29;2477;16;2276;5052;6860;10528;16030;16973;2594;5629;8372;12064;17391;18427;;;;;;;;;;
;2:55:06;29;2547;8;2311;5183;6997;10683;16347;17252;2632;5751;8542;12286;17647;18660;;;;;;;;;;
;2:58:06;29;2579;22;2389;5298;7143;10909;16670;17500;2685;5872;8704;12533;17978;18985;;;;;;;;;;
;3:01:06;29;2636;10;2419;5422;7305;11105;16967;17818;2771;5993;8841;12737;18228;19225;;;;;;;;;;
;3:04:06;29;2683;14;2470;5512;7419;11308;17189;18099;2799;6077;8995;12990;18456;19461;;;;;;;;;;
;3:07:06;29;2772;18;2501;5587;7511;11500;17462;18289;2850;6214;9164;13288;18730;19798;;;;;;;;;;
;3:10:06;29;2783;20;2568;5677;7638;11652;17852;18573;2908;6292;9286;13467;19024;20042;;;;;;;;;;
;3:13:06;29.1;2834;19;2609;5799;7757;11880;18058;18776;2970;6424;9479;13626;19247;20352;;;;;;;;;;
;3:16:06;29.1;2896;22;2636;5921;7893;12057;18222;19028;3001;6496;9635;13805;19470;20529;;;;;;;;;;
;3:19:06;29.1;2936;24;2691;6012;7995;12261;18581;19276;3055;6628;9765;14032;19741;20760;;;;;;;;;;
;3:22:06;29.1;2992;27;2732;6128;8115;12394;18756;19502;3101;6720;9920;14197;19939;21045;;;;;;;;;;
;3:25:06;29.1;3019;5;2781;6202;8255;12580;19059;19673;3136;6786;10027;14387;20221;21208;;;;;;;;;;
;3:28:06;29.1;3037;29;2814;6318;8351;12777;19203;19896;3181;6909;10146;14616;20388;21413;;;;;;;;;;
;3:31:06;29.1;3118;30;2860;6410;8490;12887;19470;20050;3223;6985;10311;14699;20609;21595;;;;;;;;;;
;3:34:06;29.1;3148;22;2878;6461;8535;13098;19646;20138;3240;7062;10394;14981;20801;21729;;;;;;;;;;
;3:37:06;29.1;3188;15;2920;6571;8652;13197;19887;20351;3314;7138;10496;15079;20941;21980;;;;;;;;;;
;3:40:06;29.1;3244;22;2965;6685;8751;13369;20070;20527;3350;7220;10664;15290;21183;22179;;;;;;;;;;
;3:43:06;29.1;3268;15;2979;6756;8902;13496;20219;20815;3405;7334;10809;15445;21413;22446;;;;;;;;;;
;3:46:06;29.1;3322;26;3046;6832;8960;13631;20529;20901;3433;7419;10866;15620;21596;22609;;;;;;;;;;
;3:49:06;29.1;3350;15;3056;6959;9077;13749;20639;21065;3486;7492;10976;15824;21821;22829;;;;;;;;;;
;3:52:06;29.1;3398;14;3105;7027;9170;14003;20969;21255;3513;7575;11165;16005;22025;22986;;;;;;;;;;
;3:55:06;29.1;3429;33;3138;7123;9251;14121;21089;21421;3547;7647;11261;16131;22219;23145;;;;;;;;;;
;3:58:06;29.1;3455;27;3194;7192;9356;14253;21341;21525;3580;7722;11384;16275;22433;23378;;;;;;;;;;
;4:01:06;29;3491;19;3192;7285;9448;14357;21502;21785;3635;7840;11483;16480;22569;23598;;;;;;;;;;
;4:04:06;29.1;3534;18;3239;7387;9530;14532;21689;21972;3642;7896;11599;16612;22822;23779;;;;;;;;;;
;4:07:06;29.1;3587;36;3284;7447;9640;14682;21820;22124;3678;7976;11685;16745;22917;23959;;;;;;;;;;
;4:10:06;29;3622;33;3325;7561;9754;14795;22047;22347;3729;8041;11806;16891;23078;24026;;;;;;;;;;
;4:13:06;29;3665;30;3348;7686;9826;14983;22308;22545;3768;8163;11918;17061;23317;24245;;;;;;;;;;
;4:16:06;29;3701;29;3371;7753;9947;15096;22425;22672;3795;8259;12064;17203;23454;24496;;;;;;;;;;
;4:19:06;29;3752;16;3420;7852;10011;15198;22616;22838;3872;8308;12152;17391;23657;24720;;;;;;;;;;
;4:22:06;29;3767;26;3467;7992;10072;15311;22815;23037;3889;8349;12263;17609;23872;24839;;;;;;;;;;
;4:25:06;29;3791;43;3473;8061;10199;15467;23062;23132;3934;8451;12385;17631;24090;24971;;;;;;;;;;
;4:28:06;29;3851;11;3522;8191;10294;15627;23120;23259;3967;8507;12489;17801;24202;25209;;;;;;;;;;
;4:31:06;29.1;3886;35;3539;8283;10339;15714;23337;23430;3989;8556;12565;17957;24138;25278;;;;;;;;;;
;4:34:06;29.1;3911;45;3564;8326;10438;15860;23496;23591;4021;8624;12616;18012;24459;25472;;;;;;;;;;
;4:37:06;29.1;3920;32;3603;8451;10539;15955;23645;23746;4064;8703;12761;18310;24668;25538;;;;;;;;;;
;4:40:06;29.1;3983;35;3624;8517;10556;16103;23776;23849;4082;8779;12799;18329;24734;25632;;;;;;;;;;
;4:43:06;29.1;3995;43;3667;8616;10671;16231;24028;23872;4103;8831;12972;18476;24828;25913;;;;;;;;;;
;4:46:06;29.1;4045;26;3679;8697;10734;16279;24111;23942;4109;8899;12996;18644;25003;25959;;;;;;;;;;
;4:49:06;29.1;4027;39;3706;8716;10777;16337;24197;24084;4155;8966;13083;18703;25110;26030;;;;;;;;;;
;4:52:06;29.1;4082;36;3721;8758;10797;16446;24445;24194;4199;8977;13125;18803;25249;26196;;;;;;;;;;
;4:55:06;29.1;4122;38;3733;8800;10862;16595;24439;24265;4219;9000;13155;18929;25339;26334;;;;;;;;;;
;4:58:06;29.1;4123;32;3787;8873;10965;16659;24519;24386;4255;9068;13314;19066;25385;26387;;;;;;;;;;
;5:01:06;29.1;4143;31;3810;8936;11052;16816;24742;24475;4263;9138;13398;19155;25514;26423;;;;;;;;;;
;5:04:06;29.1;4174;47;3815;8982;11126;16904;24834;24606;4309;9220;13528;19302;25616;26633;;;;;;;;;;
;5:07:06;29;4205;20;3839;8978;11151;17016;24865;24735;4336;9265;13582;19388;25817;26759;;;;;;;;;;
;5:10:06;29.1;4215;32;3870;9060;11285;17158;24975;24746;4347;9363;13662;19517;25883;26927;;;;;;;;;;
;5:13:06;29.1;4269;38;3885;9093;11315;17223;25091;24889;4410;9402;13763;19646;26041;26927;;;;;;;;;;
;5:16:06;29;4294;25;3920;9140;11397;17357;25238;24988;4437;9431;13837;19753;26215;27079;;;;;;;;;;
;5:19:06;29.1;4307;26;3960;9178;11483;17366;25332;25080;4457;9559;13976;19930;26306;27261;;;;;;;;;;
;5:22:06;29.1;4350;37;3982;9121;11515;17533;25358;25218;4510;9598;14034;20003;26437;27311;;;;;;;;;;
;5:25:06;29;4392;15;4010;9222;11621;17558;25460;25236;4547;9660;14119;20056;26581;27399;;;;;;;;;;
;5:28:06;29;4429;38;4035;9236;11688;17698;25481;25461;4561;9747;14235;20162;26660;27521;;;;;;;;;;
;5:31:06;29;4465;39;4109;9259;11767;17804;25638;25558;4594;9796;14295;20295;26840;27716;;;;;;;;;;
;5:34:06;29;4487;27;4104;9276;11853;17897;25607;25642;4637;9942;14420;20375;26977;27758;;;;;;;;;;
;5:37:06;29;4502;20;4126;9344;11956;17931;25778;25762;4676;9959;14553;20405;27226;27933;;;;;;;;;;
;5:40:06;29;4571;40;4166;9323;11986;18013;25760;25866;4730;10038;14592;20441;27331;28091;;;;;;;;;;
;5:43:06;29;4569;43;4223;9318;12066;18046;25823;25949;4754;10107;14663;20574;27411;28096;;;;;;;;;;
;5:46:06;29;4619;49;4235;9328;12111;18070;25902;26022;4801;10157;14731;20594;27582;28236;;;;;;;;;;
;5:49:06;29;4630;29;4268;9319;12137;18144;25865;26192;4813;10226;14769;20719;27639;28324;;;;;;;;;;
;5:52:06;29;4667;35;4286;9345;12164;18211;25933;26347;4891;10262;14888;20690;27820;28335;;;;;;;;;;
;5:55:06;29.1;4714;31;4354;9352;12227;18155;25928;26324;4881;10330;14875;20748;27914;28497;;;;;;;;;;
;5:58:06;29.1;4725;38;4361;9333;12272;18201;26012;26372;4948;10396;14945;20815;28022;28593;;;;;;;;;;
;6:01:06;29.1;4768;43;4398;9362;12294;18281;25961;26441;4985;10414;14995;20769;28078;28647;;;;;;;;;;
;6:04:06;29.1;4771;35;4413;9387;12286;18294;26059;26464;4992;10405;15014;20820;28191;28749;;;;;;;;;;
;6:07:06;29.1;4802;27;4424;9394;12275;18261;26027;26574;5010;10429;15039;20795;28414;28773;;;;;;;;;;
;6:10:06;29.1;4811;48;4427;9366;12328;18339;25936;26670;5044;10418;15027;20790;28375;28838;;;;;;;;;;
;6:13:06;29.1;4851;55;4467;9354;12307;18301;26088;26784;5058;10421;15013;20800;28460;28946;;;;;;;;;;
;6:16:06;29.1;4848;45;4477;9356;12278;18282;25912;26714;5086;10443;15000;20820;28384;28852;;;;;;;;;;
;6:19:06;29.1;4851;32;4491;9365;12361;18253;25888;26796;5084;10479;15080;20776;28474;28975;;;;;;;;;;
;6:22:06;29.1;4868;54;4499;9299;12326;18213;25923;26821;5099;10479;14983;20766;28577;29182;;;;;;;;;;
;6:25:06;29.1;4868;43;4524;9296;12312;18304;25915;26923;5118;10544;15045;20734;28723;29181;;;;;;;;;;
;6:28:06;29.1;4897;44;4544;9322;12360;18292;25885;26913;5104;10518;15069;20762;28760;29200;;;;;;;;;;
;6:31:06;29.1;4911;45;4587;9336;12359;18278;25924;26930;5162;10476;15039;20781;28756;29224;;;;;;;;;;
;6:34:06;29.1;4912;37;4576;9332;12371;18267;26021;26998;5138;10562;15124;20797;28907;29311;;;;;;;;;;
;6:37:06;29.1;4926;44;4576;9355;12392;18278;25866;27179;5167;10581;15074;20762;29049;29390;;;;;;;;;;
;6:40:06;29;4967;41;4582;9392;12404;18316;25928;27216;5200;10593;15118;20759;29058;29529;;;;;;;;;;
;6:43:06;29.1;4957;45;4583;9321;12415;18264;25979;27309;5201;10581;15121;20802;29110;29499;;;;;;;;;;
;6:46:06;29;4984;36;4618;9300;12403;18334;25949;27299;5211;10607;15119;20770;29123;29580;;;;;;;;;;
;6:49:06;29;4969;46;4656;9375;12413;18326;26005;27457;5246;10601;15108;20885;29318;29716;;;;;;;;;;
;6:52:06;29.1;5022;29;4671;9373;12463;18416;26020;27622;5250;10639;15167;20920;29337;29757;;;;;;;;;;
;6:55:06;29;5024;47;4650;9390;12484;18395;26063;27701;5248;10593;15210;20881;29389;29925;;;;;;;;;;
;6:58:06;29;5024;48;4669;9436;12478;18395;26078;27797;5262;10684;15191;20928;29458;29992;;;;;;;;;;
;7:01:06;29;5014;44;4678;9436;12483;18495;26194;27847;5255;10646;15229;20918;29605;30210;;;;;;;;;;
;7:04:06;29;5015;38;4687;9389;12505;18375;26089;27965;5278;10665;15222;20963;29559;30210;;;;;;;;;;
;7:07:06;29;5019;35;4741;9413;12490;18454;26103;28092;5272;10668;15290;21044;29666;30210;;;;;;;;;;
;7:10:06;29;5025;45;4714;9466;12567;18494;26142;28106;5276;10706;15140;20975;29635;30278;;;;;;;;;;
;7:13:06;29.1;5045;41;4727;9471;12495;18450;26108;28242;5269;10668;15218;20943;29658;30450;;;;;;;;;;
;7:16:06;29.1;5056;43;4737;9456;12525;18436;26215;28344;5268;10691;15296;21062;29735;30507;;;;;;;;;;
;7:19:06;29.1;5021;59;4719;9433;12501;18512;26250;28491;5288;10658;15302;20985;29765;30677;;;;;;;;;;
;7:22:06;29.1;5034;45;4749;9372;12494;18445;26180;28441;5295;10718;15255;21005;29760;30661;;;;;;;;;;
;7:25:06;29.1;5040;47;4739;9443;12532;18465;26207;28611;5300;10730;15257;21021;29708;30702;;;;;;;;;;
;7:28:06;29.1;5078;45;4750;9408;12487;18444;26122;28548;5281;10698;15217;20995;29747;30760;;;;;;;;;;
;7:31:06;29.1;5053;53;4754;9405;12525;18483;26128;28566;5310;10697;15257;20977;29684;30803;;;;;;;;;;
;7:34:06;29.1;5036;65;4732;9393;12497;18417;26100;28579;5278;10742;15239;20974;29754;30846;;;;;;;;;;
;7:37:06;29.1;5065;34;4733;9430;12480;18471;26110;28632;5289;10732;15225;20979;29680;30960;;;;;;;;;;
;7:40:06;29.1;5046;54;4727;9398;12471;18449;26069;28790;5315;10667;15196;20886;29699;30920;;;;;;;;;;
;7:43:06;29.1;5057;46;4740;9353;12404;18428;26051;28781;5326;10720;15204;20910;29760;31128;;;;;;;;;;
;7:46:06;29.1;5072;40;4723;9434;12435;18401;26059;28856;5309;10669;15240;20982;29726;31048;;;;;;;;;;
;7:49:06;29.1;5035;34;4729;9439;12446;18441;26091;28863;5290;10686;15253;20938;29643;31171;;;;;;;;;;
;7:52:06;29;5048;45;4757;9444;12469;18429;25980;28862;5305;10642;15204;20883;29720;31238;;;;;;;;;;
;7:55:06;29.1;5018;57;4757;9430;12543;18433;26053;28978;5274;10668;15201;20964;29732;31297;;;;;;;;;;
;7:58:06;29;5042;51;4738;9391;12529;18429;26169;29110;5285;10675;15223;20944;29791;31457;;;;;;;;;;
;8:01:06;29.1;5070;61;4746;9412;12482;18468;26107;29139;5295;10664;15184;20986;29741;31450;;;;;;;;;;
;8:04:06;29.1;5054;41;4769;9435;12508;18403;26130;29281;5331;10682;15227;21016;29777;31524;;;;;;;;;;
;8:07:06;29;5067;65;4717;9441;12474;18467;26121;29251;5289;10690;15254;20957;29788;31610;;;;;;;;;;
;8:10:06;29.1;5066;57;4739;9467;12502;18447;26157;29287;5292;10669;15200;20975;29867;31710;;;;;;;;;;
;8:13:06;29.1;5072;30;4756;9457;12577;18440;26164;29354;5295;10713;15287;21020;29846;31717;;;;;;;;;;
;8:16:06;29;5069;50;4750;9484;12555;18432;26160;29470;5309;10730;15272;21006;29868;31797;;;;;;;;;;
;8:19:06;29;5076;37;4767;9481;12568;18510;26231;29488;5316;10699;15364;21077;29957;31934;;;;;;;;;;
;8:22:06;29;5106;60;4801;9493;12540;18563;26252;29646;5338;10744;15352;21087;29877;31975;;;;;;;;;;
;8:25:06;29;5083;41;4820;9508;12591;18524;26276;29686;5341;10784;15363;21163;29943;32058;;;;;;;;;;
;8:28:06;29;5103;41;4788;9506;12579;18533;26239;29650;5310;10787;15359;21142;29852;32109;;;;;;;;;;
;8:31:06;29.1;5082;48;4811;9491;12576;18535;26288;29680;5307;10729;15352;21103;29960;32205;;;;;;;;;;
;8:34:06;29;5118;51;4787;9510;12563;18573;26182;29824;5326;10787;15356;21148;29981;32194;;;;;;;;;;
;8:37:06;29.1;5059;33;4825;9544;12533;18521;26267;29859;5338;10812;15332;21197;29987;32227;;;;;;;;;;
;8:40:06;29.1;5094;49;4783;9508;12544;18655;26281;29893;5376;10743;15389;21126;29986;32348;;;;;;;;;;
;8:43:06;29.1;5100;51;4752;9526;12605;18585;26303;29861;5337;10801;15357;21091;30050;32447;;;;;;;;;;
;8:46:06;29.1;5093;44;4786;9555;12585;18530;26223;29885;5347;10791;15349;21103;29961;32399;;;;;;;;;;
;8:49:06;29.1;5076;45;4790;9499;12613;18554;26199;29978;5311;10768;15335;21132;29869;32375;;;;;;;;;;
;8:52:06;29.1;5097;41;4804;9494;12541;18556;26277;29909;5309;10776;15393;21028;29796;32343;;;;;;;;;;
;8:55:06;29.1;5056;52;4790;9476;12529;18578;26214;29879;5338;10714;15312;21063;29867;32316;;;;;;;;;;
;8:58:06;29.1;5091;48;4769;9458;12535;18448;26164;29790;5337;10725;15349;21104;29739;32365;;;;;;;;;;
;9:01:06;29.1;5061;42;4757;9463;12502;18513;26117;29864;5292;10738;15354;21003;29824;32349;;;;;;;;;;
;9:04:06;29.1;5080;44;4766;9448;12538;18487;26128;29918;5321;10773;15288;21042;29796;32375;;;;;;;;;;
;9:07:06;29.1;5087;27;4781;9469;12549;18481;26098;29899;5306;10731;15325;21015;29751;32408;;;;;;;;;;
;9:10:06;29.1;5081;41;4777;9492;12509;18442;26131;29920;5319;10683;15259;21081;29883;32441;;;;;;;;;;
